Stations_ID; Mess_Datum; Qualitaets_Niveau; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
     3668;19550401;   5;    2.2;   5.7;   7.3;  981.40;   82.00;   2.6;    5.1;   -2.7;   -5.7;   9.3;   0.3;   1;    0.600;   0;eor
     3668;19550402;   5;    4.0;   4.9;   2.3;  987.00;   63.00;   1.4;    9.2;   -2.0;   -5.2;   6.9;   0.0;   0;    5.600;   0;eor
     3668;19550403;   5;    7.3;   5.7;   4.3;  982.00;   61.00;   1.6;   13.1;   -3.0;   -5.9;   7.8;   0.5;   1;   10.100;   0;eor
     3668;19550404;   5;    7.8;   9.5;   8.0;  981.00;   89.00;   3.4;   11.4;    5.5;    3.3;  11.2;   1.4;   1;    0.200;   0;eor
     3668;19550405;   5;    8.1;   9.2;   7.7;  983.60;   86.00;   1.2;   10.6;    5.8;    4.7;   7.1;   1.3;   1;    0.000;   0;eor
     3668;19550406;   5;   10.2;   9.2;   5.0;  980.70;   75.00;   0.9;   17.3;    6.1;    4.6;   3.5;   0.0;   0;    8.800;   0;eor
     3668;19550407;   5;    8.7;   8.9;   6.7;  983.40;   79.00;   3.6;   18.5;    4.4;    3.1;  13.6;   1.5;   1;    6.400;   0;eor
     3668;19550408;   5;    8.6;   9.5;   7.7;  984.30;   86.00;   3.3;   10.4;    4.8;    2.6;   9.5;  13.8;   1;    1.600;   0;eor
     3668;19550409;   5;    8.7;  10.7;   8.0;  983.10;   94.00;   3.3;    9.9;    8.1;    8.0;  10.7;   8.6;   1;    0.000;   0;eor
     3668;19550410;   5;    6.7;   8.1;   5.7;  984.60;   84.00;   4.2;   10.2;    5.0;    3.6;  17.2;   3.4;   1;    2.400;   0;eor
     3668;19550411;   5;    8.3;   9.5;   7.0;  980.20;   83.00;   6.9;   12.2;    6.1;    5.5;  21.3;   1.5;   1;    2.000;   0;eor
     3668;19550412;   5;    6.3;   7.5;   7.0;  989.80;   79.00;   4.8;    8.9;    3.7;    2.9;  12.5;   0.0;   1;    0.900;   0;eor
     3668;19550413;   5;    8.0;   9.1;   8.0;  989.40;   86.00;   2.4;   11.4;    2.8;    1.0;   8.6;   1.1;   1;    0.100;   0;eor
     3668;19550414;   5;    3.6;   6.4;   6.3;  983.90;   79.00;   5.0;    9.3;    3.0;    2.8;  16.7;   1.3;   8;    3.800;   0;eor
     3668;19550415;   5;    3.4;   6.5;   5.0;  983.20;   82.00;   3.5;    7.2;    2.2;    1.6;  12.5;   1.2;   1;    5.100;   0;eor
     3668;19550416;   5;    3.2;   5.3;   7.3;  986.00;   70.00;   4.2;    6.4;    0.5;   -0.3;  12.6;   0.0;   7;    4.200;   0;eor
     3668;19550417;   5;    5.2;   5.7;   4.7;  990.00;   64.00;   2.8;   10.4;    2.0;    1.6;  10.0;   0.0;   0;    7.800;   0;eor
     3668;19550418;   5;    2.5;   4.1;   2.0;  989.20;   57.00;   3.3;    8.1;   -1.5;   -2.2;  10.0;   0.0;   0;   10.600;   0;eor
     3668;19550419;   5;    2.2;   4.1;   1.0;  986.00;   60.00;   2.5;    8.9;   -4.0;   -4.5;  11.6;   0.0;   0;   12.900;   0;eor
     3668;19550420;   5;    6.4;   4.8;   2.3;  980.40;   55.00;   3.1;   13.0;   -4.9;   -5.6;  11.5;   0.0;   0;   11.500;   0;eor
     3668;19550421;   5;    5.8;   6.1;   6.7;  980.40;   67.00;   4.5;    9.9;   -1.9;   -3.1;  13.7;   0.0;   0;    2.400;   0;eor
     3668;19550422;   5;    3.2;   4.5;   2.3;  983.10;   58.00;   2.7;    9.4;    0.7;    0.0;  10.4;   0.0;   0;   11.800;   0;eor
     3668;19550423;   5;    5.9;   4.7;   5.3;  979.60;   55.00;   1.5;   12.4;   -4.2;   -5.3;   6.7;   0.0;   0;   11.300;   0;eor
     3668;19550424;   5;    5.6;   6.3;   6.0;  976.40;   66.00;   6.2;   13.2;    1.7;    0.5;  18.1;   0.2;   8;    8.500;   0;eor
     3668;19550425;   5;    2.2;   4.1;   3.7;  984.00;   57.00;   3.4;    9.3;   -1.0;   -1.9;  11.2;   0.0;   7;   11.100;   0;eor
     3668;19550426;   5;    8.2;   4.9;   7.0;  979.10;   49.00;   1.7;   16.6;   -4.3;   -5.0;   6.7;   0.0;   0;   10.000;   0;eor
     3668;19550427;   5;   11.5;   7.2;   6.3;  980.40;   52.00;   2.3;   17.9;    7.3;    6.4;   8.6;   0.0;   0;    8.000;   0;eor
     3668;19550428;   5;   14.8;   9.3;   3.3;  981.80;   58.00;   2.2;   24.2;    5.7;    4.8;   7.9;   0.0;   0;   11.600;   0;eor
     3668;19550429;   5;   17.1;   9.9;   1.0;  981.60;   52.00;   2.2;   27.0;    6.3;    5.1;   8.4;   0.0;   0;   13.000;   0;eor
     3668;19550430;   5;   17.0;  11.1;   1.3;  980.30;   58.00;   1.9;   27.6;    6.2;    5.5;   6.4;   0.0;   0;   10.500;   0;eor
     3668;19550501;   5;   18.5;  10.9;   4.0;  976.80;   52.00;   2.2;   26.8;    9.8;    9.2;   7.9;   0.0;   1;   11.900;   0;eor
     3668;19550502;   5;   14.9;  10.1;   7.0;  970.70;   58.00;   3.9;   22.6;   10.8;    9.3;  16.8;   0.9;   1;    5.000;   0;eor
     3668;19550503;   5;    8.4;   8.1;   5.3;  974.70;   71.00;   3.5;   13.6;    6.9;    8.4;  10.0;   0.0;   1;    3.200;   0;eor
     3668;19550504;   5;   11.6;   9.9;   7.3;  973.20;   71.00;   3.7;   18.4;    1.8;    0.7;  11.0;   1.4;   1;    5.600;   0;eor
     3668;19550505;   5;   15.0;  10.4;   6.3;  978.00;   62.00;   4.8;   17.8;    9.6;    8.4;  14.6;   1.8;   1;    4.900;   0;eor
     3668;19550506;   5;   15.7;  12.9;   5.7;  977.60;   73.00;   3.8;   24.1;   12.0;   11.1;  27.6;  11.7;   1;    9.000;   0;eor
     3668;19550507;   5;    9.6;   8.3;   4.3;  983.80;   68.00;   6.6;   14.4;    8.0;    9.5;  20.8;   0.6;   1;    6.000;   0;eor
     3668;19550508;   5;   10.9;   8.4;   3.7;  990.00;   68.00;   1.9;   18.2;    1.8;    1.3;   6.2;   0.0;   0;   11.000;   0;eor
     3668;19550509;   5;   15.7;  10.1;   5.0;  980.30;   58.00;   2.6;   24.4;    5.1;    3.2;   6.7;   0.0;   0;   13.300;   0;eor
     3668;19550510;   5;   14.2;   9.3;   8.0;  976.30;   57.00;   4.6;   18.0;    9.4;    8.2;  16.2;   0.0;   1;    1.100;   0;eor
     3668;19550511;   5;    8.6;   8.9;   7.3;  979.10;   74.00;   3.5;   14.8;    4.8;    7.6;  12.0;   1.7;   1;    3.100;   0;eor
     3668;19550512;   5;    6.2;   5.6;   5.3;  984.60;   66.00;   1.3;   14.7;   -0.4;   -0.9;   6.2;   0.0;   0;   10.700;   0;eor
     3668;19550513;   5;   12.7;   8.3;   6.0;  976.20;   58.00;   2.4;   21.1;    2.4;    1.5;   6.7;   0.0;   1;   11.800;   0;eor
     3668;19550514;   5;   13.9;   9.5;   6.7;  969.80;   59.00;   4.0;   20.8;    9.6;    8.5;  23.6;   2.6;   1;    3.700;   0;eor
     3668;19550515;   5;    6.1;   8.4;   6.3;  973.00;   83.00;   2.8;   11.3;    3.2;    7.1;  15.1;   3.7;   1;    2.000;   0;eor
     3668;19550516;   5;    7.4;   6.9;   3.0;  977.50;   67.00;   2.4;   13.8;   -0.2;   -1.2;  14.6;   0.5;   1;    9.500;   0;eor
     3668;19550517;   5;   11.8;  11.6;   8.0;  971.90;   84.00;   2.4;   13.3;    4.0;    3.1;   9.5;   7.8;   1;    0.000;   0;eor
     3668;19550518;   5;    8.5;   7.3;   5.3;  975.20;   65.00;   4.6;   13.0;    7.2;    9.6;  11.5;   0.3;   1;    4.100;   0;eor
     3668;19550519;   5;    6.5;   6.1;   5.0;  983.90;   63.00;   4.0;   10.7;    1.4;    0.0;  13.6;   0.9;   1;    9.300;   0;eor
     3668;19550520;   5;    6.7;   6.4;   5.7;  986.00;   66.00;   4.1;   10.9;    2.6;    1.4;  16.7;   0.1;   1;    8.600;   0;eor
     3668;19550521;   5;    5.4;   7.9;   7.7;  983.90;   87.00;   2.8;   11.6;   -0.7;   -1.7;  16.2;   1.2;   1;    5.000;   0;eor
     3668;19550522;   5;    6.5;   6.3;   5.3;  988.80;   65.00;   4.9;    9.4;    3.0;    3.0;  19.8;   0.2;   8;    8.200;   0;eor
     3668;19550523;   5;    8.2;   7.5;   2.3;  988.80;   70.00;   2.0;   15.1;    1.7;    0.6;   9.5;   0.0;   0;   11.200;   0;eor
     3668;19550524;   5;   10.6;   8.5;   4.3;  983.20;   69.00;   2.1;   17.7;    2.6;    2.2;   8.9;   0.0;   0;    6.300;   0;eor
     3668;19550525;   5;   13.4;   9.5;   3.0;  976.70;   62.00;   1.4;   20.8;    4.2;    2.9;   7.2;   0.0;   1;   13.000;   0;eor
     3668;19550526;   5;   14.4;   9.2;   1.7;  975.50;   58.00;   2.4;   20.9;    5.8;    5.4;   9.5;   0.0;   0;   13.400;   0;eor
     3668;19550527;   5;   10.5;  11.6;   7.3;  975.80;   87.00;   2.2;   15.6;    5.6;    4.4;  15.1;  15.2;   1;    1.300;   0;eor
     3668;19550528;   5;   12.4;  10.8;   7.0;  978.20;   75.00;   3.1;   16.4;    7.2;    5.9;  11.0;   5.8;   1;    5.800;   0;eor
     3668;19550529;   5;    9.0;   9.7;   5.7;  984.30;   84.00;   2.2;   12.6;    7.6;    5.4;   6.2;   0.0;   1;    1.700;   0;eor
     3668;19550530;   5;   12.0;   7.6;   1.0;  988.20;   56.00;   3.0;   17.9;    3.2;    3.1;   9.5;   0.0;   0;   13.500;   0;eor
     3668;19550531;   5;   12.3;   7.6;   2.3;  985.50;   56.00;   1.3;   19.9;    2.6;    1.5;   5.2;   0.0;   0;   11.200;   0;eor
     3668;19550601;   5;   10.1;   8.5;   6.0;  979.40;   70.00;   2.2;   18.4;    4.2;    3.5;  13.1;   3.0;   1;    5.600;   0;eor
     3668;19550602;   5;   10.2;   8.4;   6.0;  980.60;   68.00;   2.3;   15.4;    4.8;    4.9;  10.1;   0.0;   0;   11.300;   0;eor
     3668;19550603;   5;   12.8;   7.6;   1.7;  981.80;   54.00;   2.2;   18.4;    1.4;    0.8;   8.2;   0.0;   0;   12.200;   0;eor
     3668;19550604;   5;   15.8;  10.3;   5.7;  977.20;   60.00;   4.3;   22.0;    7.3;    5.3;  10.1;   0.8;   1;    9.700;   0;eor
     3668;19550605;   5;   16.9;  13.1;   7.3;  979.10;   69.00;   1.4;   21.3;   12.4;   12.2;   5.2;   0.3;   1;    6.000;   0;eor
     3668;19550606;   5;   18.6;  13.9;   5.3;  976.30;   67.00;   1.6;   25.6;   12.4;   12.1;   5.1;   0.0;   0;   10.400;   0;eor
     3668;19550607;   5;   19.1;  16.5;   7.3;  968.30;   72.00;   3.6;   26.8;   12.4;   11.1;  12.6;  12.7;   1;    6.100;   0;eor
     3668;19550608;   5;   14.8;  12.9;   7.0;  969.10;   78.00;   4.6;   19.7;   12.3;   11.8;  12.7;  12.1;   1;    6.600;   0;eor
     3668;19550609;   5;   15.0;  12.1;   7.0;  966.20;   72.00;   3.4;   23.9;    8.1;    7.6;  20.7;   7.2;   1;    8.500;   0;eor
     3668;19550610;   5;   10.4;  11.2;   5.7;  970.80;   86.00;   4.5;   14.2;    7.7;    9.4;  11.5;   6.8;   1;    2.800;   0;eor
     3668;19550611;   5;    8.9;   8.1;   5.3;  983.00;   72.00;   2.4;   14.3;    6.3;    5.4;   9.6;   0.0;   1;    8.500;   0;eor
     3668;19550612;   5;   11.4;   9.3;   7.0;  978.70;   70.00;   3.1;   17.5;    1.9;    1.0;  18.8;   5.4;   1;    8.000;   0;eor
     3668;19550613;   5;   11.0;  10.3;   7.7;  974.60;   78.00;   6.0;   13.4;    9.0;    8.6;  17.2;   1.0;   1;    1.200;   0;eor
     3668;19550614;   5;   11.6;  10.5;   8.0;  986.30;   78.00;   4.3;   15.0;    9.0;    8.7;  10.6;   1.3;   1;    0.800;   0;eor
     3668;19550615;   5;   15.9;  12.7;   7.3;  984.70;   73.00;   2.4;   20.0;    9.5;    9.2;   8.9;   0.9;   1;    1.200;   0;eor
     3668;19550616;   5;   16.1;  12.9;   5.0;  982.80;   69.00;   2.9;   21.5;   13.9;   14.5;  11.3;   0.0;   0;   10.500;   0;eor
     3668;19550617;   5;   15.9;  10.9;   3.0;  982.60;   63.00;   2.1;   21.3;    7.3;    6.8;   7.4;   0.0;   0;   13.400;   0;eor
     3668;19550618;   5;   18.4;  10.3;   4.3;  981.80;   49.00;   2.1;   23.3;    7.6;    6.6;   7.7;   0.0;   0;   11.600;   0;eor
     3668;19550619;   5;   20.9;  14.3;   6.7;  978.30;   57.00;   2.3;   27.7;   14.2;   12.7;   7.2;   7.3;   1;   11.300;   0;eor
     3668;19550620;   5;   17.9;  18.0;   7.0;  979.40;   86.00;   2.5;   23.4;   16.2;   16.1;   9.5;   5.9;   1;    3.800;   0;eor
     3668;19550621;   5;   17.6;  15.2;   6.7;  984.00;   75.00;   2.2;   22.2;   11.5;   10.8;   9.9;   0.0;   1;    8.900;   0;eor
     3668;19550622;   5;   17.4;  14.0;   6.3;  987.80;   70.00;   2.6;   20.6;   13.8;   13.6;  10.0;   0.0;   0;    3.300;   0;eor
     3668;19550623;   5;   17.4;  15.2;   4.7;  988.30;   77.00;   1.1;   22.3;   13.0;   12.2;   2.9;   0.0;   0;    5.500;   0;eor
     3668;19550624;   5;   20.3;  15.5;   0.3;  985.00;   67.00;   1.9;   27.0;   12.0;   11.1;   5.9;   0.0;   0;   14.700;   0;eor
     3668;19550625;   5;   21.9;  14.8;   3.3;  982.30;   57.00;   1.8;   28.9;   12.4;   11.2;  13.6;   0.0;   0;   12.500;   0;eor
     3668;19550626;   5;   20.3;  15.9;   6.3;  982.00;   66.00;   2.3;   25.1;   15.4;   15.4;   8.4;   0.6;   1;    9.300;   0;eor
     3668;19550627;   5;   17.0;  15.9;   7.7;  982.00;   81.00;   2.3;   18.8;   15.9;   15.6;   6.2;   0.2;   1;    0.000;   0;eor
     3668;19550628;   5;   18.0;  13.2;   5.7;  981.50;   65.00;   1.8;   22.4;   11.1;   10.1;   6.3;   0.0;   0;    6.000;   0;eor
     3668;19550629;   5;   17.1;  14.0;   5.7;  978.80;   73.00;   2.1;   23.0;    9.4;    8.3;  11.9;   4.5;   1;    8.500;   0;eor
     3668;19550630;   5;   15.8;  15.5;   4.7;  977.40;   84.00;   2.9;   19.2;   13.7;   13.4;  11.0;   7.0;   1;    4.100;   0;eor
     3668;19550701;   5;   17.2;  13.6;   6.3;  979.20;   71.00;   1.2;   21.8;   13.0;   12.4;   6.2;   0.0;   0;    7.600;   0;eor
     3668;19550702;   5;   18.3;  15.6;   3.7;  978.00;   73.00;   3.3;   24.4;   12.3;   11.1;  15.6;   0.3;   1;   11.000;   0;eor
     3668;19550703;   5;   18.8;  16.3;   6.7;  976.30;   75.00;   1.7;   25.4;   10.3;    9.2;  13.2;   3.5;   1;    7.700;   0;eor
     3668;19550704;   5;   15.4;  15.2;   5.7;  975.00;   84.00;   3.4;   22.5;   13.4;   13.3;  13.6;   3.6;   1;    5.700;   0;eor
     3668;19550705;   5;   13.0;  11.9;   7.0;  977.40;   80.00;   5.1;   17.3;   10.6;    8.9;  14.3;   1.5;   1;    4.400;   0;eor
     3668;19550706;   5;   10.5;  11.2;   8.0;  981.90;   87.00;   5.1;   12.5;    9.8;   10.3;  10.0;  12.2;   1;    0.000;   0;eor
     3668;19550707;   5;   14.1;  13.1;   7.7;  982.60;   83.00;   2.3;   19.2;    9.6;    9.4;   7.2;   3.1;   1;    3.200;   0;eor
     3668;19550708;   5;   16.0;  15.5;   7.7;  981.60;   86.00;   3.3;   19.3;   12.6;   12.4;  12.6;   2.3;   1;    0.400;   0;eor
     3668;19550709;   5;   16.4;  16.4;   8.0;  979.60;   90.00;   2.8;   17.8;   14.2;   13.8;   9.5;   0.5;   1;    0.400;   0;eor
     3668;19550710;   5;   19.0;  15.9;   3.0;  977.40;   72.00;   2.6;   23.9;   14.9;   14.1;   7.2;   0.0;   1;    9.400;   0;eor
     3668;19550711;   5;   17.8;  17.5;   7.0;  977.60;   86.00;   1.3;   25.2;   10.0;    9.3;  12.0;   3.0;   1;    5.800;   0;eor
     3668;19550712;   5;   19.8;  16.5;   3.7;  979.10;   72.00;   1.2;   27.0;   13.4;   12.4;   5.1;   0.0;   1;    7.000;   0;eor
     3668;19550713;   5;   18.2;  17.6;   6.7;  979.90;   83.00;   1.1;   23.0;   14.2;   13.2;   8.7;   0.1;   1;    0.900;   0;eor
     3668;19550714;   5;   19.0;  16.5;   5.3;  979.50;   78.00;   1.1;   25.6;   13.3;   12.4;   4.4;   0.0;   1;    6.300;   0;eor
     3668;19550715;   5;   18.8;  17.3;   2.3;  980.60;   81.00;   1.0;   25.6;   12.2;   11.1;  10.5;   5.7;   1;    6.500;   0;eor
     3668;19550716;   5;   20.7;  17.3;   4.7;  983.80;   74.00;   1.4;   28.1;   12.1;   11.2;   4.6;   0.0;   0;   11.100;   0;eor
     3668;19550717;   5;   21.4;  17.3;   3.7;  984.20;   70.00;   1.1;   29.2;   13.4;   12.4;   6.2;   0.0;   0;   14.400;   0;eor
     3668;19550718;   5;   24.2;  17.7;   4.3;  981.60;   61.00;   1.5;   31.4;   14.3;   12.8;   5.1;   0.0;   1;   13.300;   0;eor
     3668;19550719;   5;   20.7;  20.1;   6.7;  980.00;   81.00;   1.7;   25.3;   16.3;   15.0;  13.6;   7.4;   1;    9.000;   0;eor
     3668;19550720;   5;   18.6;  19.1;   5.7;  980.00;   89.00;   1.4;   23.3;   15.9;   15.1;   7.7;   2.1;   1;    6.400;   0;eor
     3668;19550721;   5;   19.8;  18.5;   4.7;  981.50;   79.00;   1.0;   25.4;   16.1;   15.3;   8.5;   0.6;   1;    4.600;   0;eor
     3668;19550722;   5;   18.2;  17.7;   6.7;  981.40;   83.00;   1.4;   25.3;   14.4;   13.2;   8.4;  14.6;   1;    2.800;   0;eor
     3668;19550723;   5;   19.8;  18.0;   4.7;  983.00;   78.00;   1.3;   25.7;   16.0;   16.1;   6.2;   0.0;   0;    7.500;   0;eor
     3668;19550724;   5;   16.2;  14.7;   5.0;  980.40;   79.00;   1.4;   20.6;   11.7;   10.0;   6.2;   0.0;   0;    4.100;   0;eor
     3668;19550725;   5;   17.0;  12.4;   3.0;  978.30;   64.00;   2.4;   22.6;   12.8;   12.3;   8.0;   0.0;   0;   10.200;   0;eor
     3668;19550726;   5;   17.6;  11.9;   4.0;  974.70;   60.00;   3.4;   23.3;   11.8;   10.4;  13.1;   0.0;   1;   12.900;   0;eor
     3668;19550727;   5;   15.3;  12.5;   5.0;  972.70;   72.00;   1.4;   20.2;    8.4;    7.8;   8.8;   0.0;   0;    7.900;   0;eor
     3668;19550728;   5;   14.7;  14.5;   7.0;  973.00;   88.00;   1.2;   21.4;    8.3;    7.1;  12.0;   7.8;   1;    5.300;   0;eor
     3668;19550729;   5;   15.8;  15.3;   7.3;  975.90;   84.00;   2.7;   20.7;   13.8;   12.4;   9.5;  18.5;   1;    3.100;   0;eor
     3668;19550730;   5;   13.5;  14.7;   8.0;  982.40;   95.00;   1.9;   15.0;   12.5;   13.6;   5.1;   1.2;   1;    0.000;   0;eor
     3668;19550731;   5;   15.5;  13.9;   5.7;  983.10;   80.00;   0.3;   20.7;   12.5;   12.4;   2.6;   0.0;   0;    4.200;   0;eor
     3668;19550801;   5;   16.3;  15.6;   6.3;  979.40;   82.00;   3.0;   23.8;   10.0;    9.3;  15.7;  90.6;   1;    6.200;   0;eor
     3668;19550802;   5;   17.6;  15.6;   5.7;  977.10;   79.00;   1.1;   23.7;   12.5;   12.1;   7.2;   0.0;   0;   10.900;   0;eor
     3668;19550803;   5;   16.8;  17.1;   7.7;  978.20;   88.00;   1.5;   19.7;   15.4;   15.2;   6.2;   8.3;   1;    0.300;   0;eor
     3668;19550804;   5;   15.0;  12.7;   7.3;  981.40;   76.00;   2.5;   18.8;   12.8;   13.1;   6.3;   0.0;   1;    3.000;   0;eor
     3668;19550805;   5;   14.6;  13.3;   5.0;  983.90;   80.00;   1.1;   20.0;   10.3;    9.2;   6.3;   0.0;   1;    7.700;   0;eor
     3668;19550806;   5;   16.9;  13.1;   6.3;  980.00;   72.00;   0.6;   22.0;    9.3;    8.6;   6.2;   0.0;   1;    5.700;   0;eor
     3668;19550807;   5;   13.2;  12.5;   7.7;  974.20;   80.00;   2.5;   17.8;   11.4;    9.7;  15.0;   4.6;   1;    2.300;   0;eor
     3668;19550808;   5;   11.2;  12.0;   7.7;  975.40;   90.00;   4.1;   16.2;    7.8;    6.6;  11.3;   4.5;   1;    1.600;   0;eor
     3668;19550809;   5;   12.8;  11.6;   7.3;  979.90;   79.00;   2.7;   15.1;    9.7;    8.6;   8.6;   0.0;   1;    0.500;   0;eor
     3668;19550810;   5;   13.8;  14.0;   6.0;  983.60;   89.00;   1.4;   18.8;    9.4;    8.5;   5.2;   0.2;   1;    1.800;   0;eor
     3668;19550811;   5;   16.8;  13.7;   4.3;  981.50;   75.00;   1.5;   24.1;    8.9;    9.1;   8.4;   0.2;   1;    9.300;   0;eor
     3668;19550812;   5;   19.4;  14.5;   4.3;  975.60;   66.00;   2.9;   24.6;    9.3;    8.4;   8.3;   0.0;   0;   11.700;   0;eor
     3668;19550813;   5;   16.6;  16.1;   5.0;  977.80;   84.00;   1.1;   21.3;   14.1;   13.7;   6.2;  12.2;   1;    4.500;   0;eor
     3668;19550814;   5;   16.6;  15.1;   3.3;  980.60;   80.00;   1.5;   24.3;   10.5;    9.7;   7.2;   8.0;   1;    9.000;   0;eor
     3668;19550815;   5;   15.3;  14.5;   5.7;  983.00;   83.00;   1.5;   20.1;   10.7;   10.4;  11.5;  16.1;   1;    5.900;   0;eor
     3668;19550816;   5;   14.6;  14.7;   4.3;  987.20;   88.00;   1.0;   19.6;   11.3;   10.3;   4.1;   0.0;   0;    5.700;   0;eor
     3668;19550817;   5;   17.4;  14.3;   4.0;  983.90;   76.00;   1.2;   25.0;    8.6;    7.8;   6.3;   0.0;   0;    9.000;   0;eor
     3668;19550818;   5;   19.2;  16.3;   6.0;  983.90;   75.00;   0.9;   24.9;   11.8;   10.8;   3.1;   0.3;   1;    7.200;   0;eor
     3668;19550819;   5;   18.7;  18.3;   7.7;  985.20;   85.00;   0.6;   21.4;   16.4;   16.2;   3.0;   2.1;   1;    0.300;   0;eor
     3668;19550820;   5;   19.3;  16.4;   3.7;  987.10;   74.00;   1.7;   25.1;   15.8;   15.6;   6.0;   0.0;   0;   10.900;   0;eor
     3668;19550821;   5;   18.8;  16.0;   1.7;  987.50;   72.00;   2.1;   27.3;   11.7;   10.5;   6.7;   0.0;   0;   12.500;   0;eor
     3668;19550822;   5;   20.1;  14.3;   1.7;  987.80;   63.00;   2.5;   27.6;   11.0;    9.2;   9.6;   0.0;   0;   13.300;   0;eor
     3668;19550823;   5;   20.2;  15.1;   5.7;  986.30;   68.00;   1.0;   27.3;   12.0;    9.9;   5.9;   0.0;   0;   10.600;   0;eor
     3668;19550824;   5;   17.7;  15.3;   4.0;  983.20;   75.00;   1.7;   24.2;   12.8;   11.9;   9.6;   0.0;   0;    8.000;   0;eor
     3668;19550825;   5;   16.8;  12.8;   4.0;  979.40;   69.00;   2.3;   23.0;    9.7;    8.7;   8.4;   0.0;   0;    9.900;   0;eor
     3668;19550826;   5;   17.4;  16.1;   5.3;  977.60;   80.00;   1.6;   22.3;   11.6;   11.0;   6.0;   0.0;   1;    7.500;   0;eor
     3668;19550827;   5;   18.0;  15.9;   4.7;  978.80;   77.00;   1.7;   25.7;   12.9;   11.9;   6.7;   0.0;   0;    8.300;   0;eor
     3668;19550828;   5;   14.4;  14.8;   4.7;  978.80;   89.00;   1.6;   18.9;   11.8;   10.4;   6.2;   3.7;   1;    4.400;   0;eor
     3668;19550829;   5;   15.4;  15.6;   4.3;  980.70;   88.00;   1.3;   20.9;    9.7;    8.9;   7.9;   2.4;   1;    6.000;   0;eor
     3668;19550830;   5;   16.8;  15.6;   1.7;  980.40;   82.00;   1.3;   23.3;   12.6;   12.0;   6.2;   0.0;   0;   10.500;   0;eor
     3668;19550831;   5;   16.5;  14.4;   2.7;  976.00;   79.00;   1.2;   23.5;    9.7;    9.2;   6.3;   0.1;   1;    9.100;   0;eor
     3668;19550901;   5;   16.4;  14.3;   5.0;  976.80;   77.00;   1.7;   22.6;   11.9;   11.4;   8.4;   0.0;   0;    7.900;   0;eor
     3668;19550902;   5;   17.2;  14.5;   3.7;  978.00;   75.00;   2.3;   25.2;   11.7;   10.6;   7.7;   0.0;   0;    8.600;   0;eor
     3668;19550903;   5;   18.3;  15.5;   4.7;  977.90;   74.00;   2.0;   25.9;   11.5;   10.0;   6.9;   0.0;   0;    9.700;   0;eor
     3668;19550904;   5;   17.6;  14.9;   4.0;  980.40;   75.00;   1.2;   24.4;   13.2;   12.4;   5.8;   2.9;   1;   10.700;   0;eor
     3668;19550905;   5;   17.0;  15.7;   4.7;  979.00;   81.00;   1.2;   22.8;   14.8;   14.8;   6.7;   6.6;   1;    7.700;   0;eor
     3668;19550906;   5;   14.4;  15.3;   8.0;  978.40;   93.00;   1.8;   18.2;   13.5;   12.6;   9.5;  10.8;   1;    1.500;   0;eor
     3668;19550907;   5;   15.3;  13.3;   7.3;  979.80;   78.00;   1.8;   18.8;   12.6;   11.7;   7.1;   1.8;   1;    5.400;   0;eor
     3668;19550908;   5;   17.5;  16.1;   4.0;  980.20;   81.00;   1.4;   23.7;   13.3;   12.6;   4.5;   0.0;   1;    8.300;   0;eor
     3668;19550909;   5;   17.9;  15.6;   5.0;  980.30;   76.00;   1.0;   25.7;   10.5;    9.8;   7.3;   0.6;   1;    8.400;   0;eor
     3668;19550910;   5;   14.1;  15.6;   8.0;  977.80;   94.00;   2.6;   18.4;   12.7;   14.5;   8.5;  20.7;   1;    0.000;   0;eor
     3668;19550911;   5;   14.6;  15.3;   8.0;  981.60;   93.00;   2.0;   16.2;   12.5;   12.4;   6.6;   0.0;   0;    0.000;   0;eor
     3668;19550912;   5;   17.4;  16.3;   7.3;  980.70;   83.00;   0.5;   20.3;   14.0;   13.8;   2.5;   0.1;   1;    0.800;   0;eor
     3668;19550913;   5;   12.6;  11.7;   7.0;  975.10;   77.00;   3.3;   17.5;   10.5;   14.3;  12.9;   1.6;   1;    1.600;   0;eor
     3668;19550914;   5;   10.0;  10.7;   6.0;  963.80;   86.00;   3.1;   15.1;    7.2;    5.6;  11.3;   7.9;   1;    4.500;   0;eor
     3668;19550915;   5;    8.2;   9.6;   7.3;  966.60;   89.00;   3.9;    9.3;    6.8;    6.4;  10.8;   1.3;   1;    0.000;   0;eor
     3668;19550916;   5;   11.1;   9.1;   7.3;  978.60;   70.00;   4.4;   13.4;    7.2;    5.9;  12.7;   0.1;   1;    2.600;   0;eor
     3668;19550917;   5;   10.7;  10.9;   7.3;  984.70;   83.00;   2.1;   15.2;    8.7;    7.1;   8.3;   0.0;   1;    2.600;   0;eor
     3668;19550918;   5;   10.7;  10.7;   4.7;  986.80;   83.00;   1.0;   16.6;    6.4;    5.6;   3.1;   0.0;   0;    4.200;   0;eor
